0,10907857776242,19903,111680
0,10907868907927,1328,4343
0,10907880905596,1121,1555
0,10907893158839,655,5012
0,10907906912627,1686,4627
0,10907926504590,615,822
0,10907936902697,581,787
0,10907947860701,296822,305319
0,10907957860751,1006563,1034514
0,10907967860848,1025418,1054610
0,10907977861092,1019093,1047965
0,10907987861734,988131,1010924
0,10907998861664,1105268,1133047
0,10908009861351,1093224,1124675
0,10908020861578,1086698,1119796
0,10908030861787,984227,1015243
0,10908041861899,1076114,1110655
0,10908051863003,970562,1002405
0,10908062862133,1062612,1097964
0,10908072862316,958773,991168
0,10908082862428,955628,988354
0,10908092862564,943564,976470
0,10908102862695,941049,973838
0,10908113862694,1030330,1067639
0,10908123862835,934615,969636
0,10908133862972,939465,974837
0,10908143863490,934414,969498
0,10908154863387,1006188,1032804
0,10908164863519,930461,957246
0,10908174863538,915399,945813
0,10908184863666,955633,988575
0,10908194863747,1112870,1155583
0,10908204863940,1099248,1144089
0,10908214864160,1091408,1137063
0,10908224864224,1094057,1136839
0,10908234864353,1081868,1130398
0,10908244864478,1072601,1122206
0,10908254864659,1063324,1112973
0,10908264864713,1060266,1112830
0,10908274864826,1050946,1103546
0,10908284864887,1041666,1095449
0,10908294865169,1032967,1088185
0,10908304865280,1023358,1079630
0,10908314865431,1017658,1075491
0,10908325865442,1104594,1169819
0,10908335865674,992870,1052845
0,10908345865980,982978,1043674
0,10908356865872,1068853,1136228
0,10908366866000,961213,1024599
0,10908376866082,945348,1009366
0,10908386866349,935773,1001495
0,10908396866608,922027,988643
0,10908407866503,1006392,1082520
0,10908417866621,909812,981681
0,10908427866882,897753,973088
0,10908438866948,1107276,1200761
0,10908448866969,1009282,1084955
0,10908458867199,1068032,1158514
0,10908468867964,695172,719769
0,10908479867464,985307,1038296
0,10908489867881,989703,1094293
0,10908500867695,1068178,1158150
0,10908510868135,947288,1060141
0,10908520868333,937507,1061420
0,10908530868741,873113,988431
0,10908541868435,978081,1123790
0,10908552868683,951684,1110315
0,10908562869584,843834,997481
0,10908573869101,1097770,1320033
0,10908584868953,1040613,1281062
0,10908594869808,891293,1131559
0,10908606869016,987268,1299971
0,10908616869421,754838,1042207
0,10908626869839,769822,1147349
0,10908637869719,810374,1355588
0,10908648869644,579988,1256462
0,10908658870051,305570,1495569
0,10908668874771,48571,1501006
0,10908679870378,307176,316732
0,10908689874973,234390,241668
0,10908700871368,283162,291392
0,10908711870855,347076,359759
0,10908722870925,347917,360659
0,10908732871712,316942,329033
0,10908743871610,348041,360574
0,10908753871926,325406,337566
0,10908764871873,356736,370265
0,10908774872009,324690,337183
0,10908784872065,324338,336439
0,10908794872400,324786,336661
0,10908804873017,324575,336534
0,10908815872420,357913,371012
0,10908825872728,324741,336468
0,10908836872822,357139,369855
0,10908846884612,324441,336020
0,10908857873784,356672,369407
0,10908868872979,357161,370606
0,10908878873336,324521,336423
0,10908888873399,324642,336547
0,10908898873514,324747,337125
0,10908908874156,324407,336255
0,10908919873742,357222,370328
0,10908929873753,324842,336607
0,10908940874132,356870,369977
0,10908951874062,357740,370691
0,10908961874396,325270,336592
0,10908971874444,324341,336252
0,10908982874609,357731,370876
0,10908993874606,357234,369821
0,10909003874992,324478,335151
0,10909014874714,358038,370171
0,10909024874841,325030,336514
0,10909034875263,324950,336418
0,10909045875133,357638,370704
0,10909055875308,324239,335621
0,10909065875692,325199,336342
0,10909075876136,324742,336244
0,10909085876316,324496,336154
0,10909096875856,357006,369725
0,10909106876549,324995,336657
0,10909117875789,356700,369503
0,10909127876919,324876,336332
0,10909138876372,357863,370324
0,10909149877262,357111,369289
0,10909160876858,356584,367535
0,10909170876969,324721,335294
